Project,Snapshot,Sha,File,Line,Is_Buggy
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/key.cpp,312,0
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/leveldb/db/db_impl.cc,86,0
bitcoin,2011-11-19,1c15f88653b0f60fe5e021192cbb81c4f193159c,src/qt/transactiondesc.cpp,164,0
bitcoin,2012-02-17,72075edafb62ebff58063af123d3c8bf1370f0e2,src/bitcoinrpc.cpp,1974,0
bitcoin,2011-11-19,1c15f88653b0f60fe5e021192cbb81c4f193159c,src/wallet.cpp,346,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/leveldb/util/coding_test.cc,82,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/qt/bitcoingui.cpp,645,0
bitcoin,2011-11-19,1c15f88653b0f60fe5e021192cbb81c4f193159c,src/main.cpp,2160,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/version.cpp,15,0
bitcoin,2012-02-17,72075edafb62ebff58063af123d3c8bf1370f0e2,src/main.cpp,129,0
bitcoin,2011-02-22,d787e00a3bb47c513566a8f9baef5b6b3c6d93b4,main.cpp,1322,0
bitcoin,2012-05-17,f4ac41806af5766199a7d526a7becbcb8a0f5ab3,src/qt/rpcconsole.cpp,47,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/net.cpp,955,0
bitcoin,2010-08-26,5b721607b1057df4dfe97f80d235ed372312f398,main.cpp,1861,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/qt/walletmodel.cpp,210,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/qt/optionsmodel.cpp,346,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/leveldb/util/cache_test.cc,37,0
bitcoin,2013-11-08,eacc6f4a26467950c05987af87f604482d8bd0c1,src/leveldb/db/leveldb_main.cc,174,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/main.cpp,3144,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/qt/bitcoingui.cpp,695,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/main.cpp,515,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/qt/bitcoinunits.cpp,78,0
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/qt/bitcoingui.cpp,505,0
bitcoin,2009-08-31,465e1d99f25cc7f45efcacfcbb1f95c1c1f9a4ee,script.cpp,572,0
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/leveldb/util/env_posix.cc,128,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/rpcwallet.cpp,27,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/leveldb/table/table_builder.cc,219,0
bitcoin,2013-11-08,eacc6f4a26467950c05987af87f604482d8bd0c1,src/bitcoinrpc.cpp,109,0
bitcoin,2012-05-17,f4ac41806af5766199a7d526a7becbcb8a0f5ab3,src/qt/bitcoinunits.cpp,111,0
bitcoin,2010-11-24,776d0f34595fd616129d4816a337662ff39de7c6,main.cpp,2202,0
bitcoin,2009-11-29,52f4cb48590a706caf7a492e8d94b85620d5cd33,script.cpp,552,0
bitcoin,2009-08-31,465e1d99f25cc7f45efcacfcbb1f95c1c1f9a4ee,net.cpp,113,0
bitcoin,2011-11-19,1c15f88653b0f60fe5e021192cbb81c4f193159c,src/wallet.cpp,433,0
bitcoin,2011-08-21,e4dde849ae5544383703ef2d73592677e6c528ad,src/ui.cpp,1156,0
bitcoin,2010-11-24,776d0f34595fd616129d4816a337662ff39de7c6,ui.cpp,183,0
bitcoin,2012-05-17,f4ac41806af5766199a7d526a7becbcb8a0f5ab3,src/net.cpp,1854,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/leveldb/db/db_test.cc,497,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/key.cpp,170,0
bitcoin,2011-11-19,1c15f88653b0f60fe5e021192cbb81c4f193159c,src/db.cpp,118,0
bitcoin,2012-05-17,f4ac41806af5766199a7d526a7becbcb8a0f5ab3,src/qt/bitcoinunits.cpp,154,0
bitcoin,2009-11-29,52f4cb48590a706caf7a492e8d94b85620d5cd33,main.cpp,2774,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/leveldb/util/cache_test.cc,120,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/leveldb/db/repair.cc,291,0
bitcoin,2010-05-28,1da44d2e96cd2461eb25ffd17c417cf2e5aef9de,util.cpp,195,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/txdb.cpp,117,0
bitcoin,2012-08-15,4b94f4e0ed38a95a3e2c3e80258fe73b88c3826c,src/main.cpp,510,0
bitcoin,2013-11-08,eacc6f4a26467950c05987af87f604482d8bd0c1,src/main.cpp,3670,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/test/serialize_tests.cpp,21,0
bitcoin,2009-08-31,465e1d99f25cc7f45efcacfcbb1f95c1c1f9a4ee,script.cpp,682,0
bitcoin,2012-02-17,72075edafb62ebff58063af123d3c8bf1370f0e2,src/net.cpp,1027,0
bitcoin,2012-02-17,72075edafb62ebff58063af123d3c8bf1370f0e2,src/main.cpp,390,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/leveldb/util/crc32c.cc,263,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/leveldb/table/table_test.cc,621,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/leveldb/db/version_set.cc,503,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/test/miner_tests.cpp,228,0
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/main.cpp,835,0
bitcoin,2010-02-27,6557910ccf36e098b1a0de4841be7c04c4ffd58a,ui.cpp,2171,0
bitcoin,2013-11-08,eacc6f4a26467950c05987af87f604482d8bd0c1,src/qt/transactiontablemodel.cpp,569,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/leveldb/util/env_posix.cc,10,0
bitcoin,2012-08-15,4b94f4e0ed38a95a3e2c3e80258fe73b88c3826c,src/test/script_P2SH_tests.cpp,235,0
bitcoin,2011-02-22,d787e00a3bb47c513566a8f9baef5b6b3c6d93b4,ui.cpp,74,0
bitcoin,2010-11-24,776d0f34595fd616129d4816a337662ff39de7c6,ui.cpp,297,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/leveldb/table/table_test.cc,29,0
bitcoin,2009-11-29,52f4cb48590a706caf7a492e8d94b85620d5cd33,main.cpp,2884,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/leveldb/doc/bench/db_bench_tree_db.cc,233,0
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/leveldb/table/iterator.cc,15,0
bitcoin,2012-05-17,f4ac41806af5766199a7d526a7becbcb8a0f5ab3,src/test/multisig_tests.cpp,274,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/main.cpp,4629,0
bitcoin,2011-08-21,e4dde849ae5544383703ef2d73592677e6c528ad,src/ui.cpp,1343,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/leveldb/db/version_set_test.cc,126,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/leveldb/db/db_test.cc,1434,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/main.cpp,2618,0
bitcoin,2011-02-22,d787e00a3bb47c513566a8f9baef5b6b3c6d93b4,init.cpp,347,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/rpcnet.cpp,230,0
bitcoin,2010-11-24,776d0f34595fd616129d4816a337662ff39de7c6,main.cpp,2499,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/leveldb/db/skiplist_test.cc,110,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/leveldb/db/version_set_test.cc,14,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/leveldb/table/table.cc,148,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/main.cpp,3412,0
bitcoin,2012-05-17,f4ac41806af5766199a7d526a7becbcb8a0f5ab3,src/qt/bitcoin.cpp,46,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/test/serialize_tests.cpp,125,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/test/compress_tests.cpp,49,0
bitcoin,2009-08-31,465e1d99f25cc7f45efcacfcbb1f95c1c1f9a4ee,net.cpp,289,0
bitcoin,2013-11-08,eacc6f4a26467950c05987af87f604482d8bd0c1,src/leveldb/db/db_test.cc,1689,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/qt/rpcconsole.cpp,30,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/net.cpp,603,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/leveldb/db/db_bench.cc,921,0
bitcoin,2012-08-15,4b94f4e0ed38a95a3e2c3e80258fe73b88c3826c,src/qt/addresstablemodel.cpp,34,0
bitcoin,2011-02-22,d787e00a3bb47c513566a8f9baef5b6b3c6d93b4,util.cpp,634,0
bitcoin,2011-08-21,e4dde849ae5544383703ef2d73592677e6c528ad,src/cryptopp/sha.cpp,888,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/net.cpp,655,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/leveldb/util/env_posix.cc,497,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/qt/transactiondescdialog.cpp,11,0
bitcoin,2013-11-08,eacc6f4a26467950c05987af87f604482d8bd0c1,src/addrman.cpp,313,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/script.cpp,1490,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/rpcrawtransaction.cpp,219,0
bitcoin,2012-08-15,4b94f4e0ed38a95a3e2c3e80258fe73b88c3826c,src/qt/walletmodel.cpp,356,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/leveldb/table/table_test.cc,790,0
bitcoin,2009-11-29,52f4cb48590a706caf7a492e8d94b85620d5cd33,net.cpp,155,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/init.cpp,734,0
bitcoin,2011-11-19,1c15f88653b0f60fe5e021192cbb81c4f193159c,src/wallet.cpp,761,0
bitcoin,2011-11-19,1c15f88653b0f60fe5e021192cbb81c4f193159c,src/wallet.cpp,755,0
bitcoin,2010-11-24,776d0f34595fd616129d4816a337662ff39de7c6,main.cpp,2687,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/bitcoinrpc.cpp,350,0
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/test/transaction_tests.cpp,189,0
bitcoin,2010-05-28,1da44d2e96cd2461eb25ffd17c417cf2e5aef9de,util.cpp,377,0
bitcoin,2011-11-19,1c15f88653b0f60fe5e021192cbb81c4f193159c,src/wallet.cpp,952,0
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/main.cpp,1069,0
bitcoin,2012-05-17,f4ac41806af5766199a7d526a7becbcb8a0f5ab3,src/walletdb.cpp,61,0
bitcoin,2012-08-15,4b94f4e0ed38a95a3e2c3e80258fe73b88c3826c,src/main.cpp,2019,0
bitcoin,2011-08-21,e4dde849ae5544383703ef2d73592677e6c528ad,src/cryptopp/sha.cpp,879,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/script.cpp,922,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/leveldb/util/env_win.cc,138,0
bitcoin,2012-08-15,4b94f4e0ed38a95a3e2c3e80258fe73b88c3826c,src/qt/addresstablemodel.cpp,159,0
bitcoin,2011-08-21,e4dde849ae5544383703ef2d73592677e6c528ad,src/script.cpp,423,0
bitcoin,2011-08-21,e4dde849ae5544383703ef2d73592677e6c528ad,src/script.cpp,211,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/leveldb/db/db_test.cc,1073,0
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/test/accounting_tests.cpp,118,0
bitcoin,2011-11-19,1c15f88653b0f60fe5e021192cbb81c4f193159c,src/db.cpp,242,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/test/script_P2SH_tests.cpp,294,0
bitcoin,2011-08-21,e4dde849ae5544383703ef2d73592677e6c528ad,src/ui.cpp,1525,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/leveldb/util/logging.cc,50,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/leveldb/util/env_posix.cc,270,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/leveldb/db/builder.cc,85,0
bitcoin,2011-05-23,8968bf2e36ca17d18ffe4c333d349cd7557c058b,gui/src/addresstablemodel.cpp,32,0
bitcoin,2010-11-24,776d0f34595fd616129d4816a337662ff39de7c6,ui.cpp,612,0
bitcoin,2012-02-17,72075edafb62ebff58063af123d3c8bf1370f0e2,src/bitcoinrpc.cpp,2329,0
bitcoin,2012-05-17,f4ac41806af5766199a7d526a7becbcb8a0f5ab3,src/protocol.cpp,147,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/netbase.cpp,393,0
bitcoin,2012-05-17,f4ac41806af5766199a7d526a7becbcb8a0f5ab3,src/db.cpp,176,0
bitcoin,2011-02-22,d787e00a3bb47c513566a8f9baef5b6b3c6d93b4,cryptopp/sha.cpp,499,0
bitcoin,2011-02-22,d787e00a3bb47c513566a8f9baef5b6b3c6d93b4,json/json_spirit_reader.cpp,85,0
bitcoin,2011-05-23,8968bf2e36ca17d18ffe4c333d349cd7557c058b,core/src/main.cpp,33,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/leveldb/db/db_test.cc,1138,0
bitcoin,2013-11-08,eacc6f4a26467950c05987af87f604482d8bd0c1,src/leveldb/db/db_test.cc,1895,0
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/netbase.cpp,86,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/bitcoinrpc.cpp,973,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/leveldb/db/version_set.cc,252,0
bitcoin,2010-02-27,6557910ccf36e098b1a0de4841be7c04c4ffd58a,ui.cpp,2343,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/leveldb/util/env_posix.cc,311,0
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/addrman.cpp,404,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/leveldb/util/env_boost.cc,320,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/main.cpp,3683,0
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/leveldb/db/version_edit.cc,256,0
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/qt/addresstablemodel.cpp,154,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/script.cpp,1862,0
bitcoin,2010-05-28,1da44d2e96cd2461eb25ffd17c417cf2e5aef9de,ui.cpp,857,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/leveldb/db/db_impl.cc,1426,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/bitcoind.cpp,136,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/leveldb/table/table.cc,174,0
bitcoin,2012-08-15,4b94f4e0ed38a95a3e2c3e80258fe73b88c3826c,src/bitcoinrpc.cpp,2135,0
bitcoin,2011-11-19,1c15f88653b0f60fe5e021192cbb81c4f193159c,src/wallet.cpp,898,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/leveldb/util/env_win.cc,685,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/test/script_P2SH_tests.cpp,157,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/main.cpp,250,0
bitcoin,2013-11-08,eacc6f4a26467950c05987af87f604482d8bd0c1,src/leveldb/db/db_bench.cc,697,0
bitcoin,2013-11-08,eacc6f4a26467950c05987af87f604482d8bd0c1,src/leveldb/table/format.cc,11,0
bitcoin,2012-05-17,f4ac41806af5766199a7d526a7becbcb8a0f5ab3,src/walletdb.cpp,249,0
bitcoin,2011-05-23,8968bf2e36ca17d18ffe4c333d349cd7557c058b,core/src/main.cpp,163,0
bitcoin,2010-02-27,6557910ccf36e098b1a0de4841be7c04c4ffd58a,rpc.cpp,102,0
bitcoin,2013-11-08,eacc6f4a26467950c05987af87f604482d8bd0c1,src/bitcoinrpc.cpp,686,0
bitcoin,2010-05-28,1da44d2e96cd2461eb25ffd17c417cf2e5aef9de,ui.cpp,914,0
bitcoin,2012-08-15,4b94f4e0ed38a95a3e2c3e80258fe73b88c3826c,src/qt/addresstablemodel.cpp,330,0
bitcoin,2012-05-17,f4ac41806af5766199a7d526a7becbcb8a0f5ab3,src/qt/messagepage.cpp,106,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/net.cpp,237,0
bitcoin,2011-11-19,1c15f88653b0f60fe5e021192cbb81c4f193159c,src/main.cpp,2839,0
bitcoin,2011-11-19,1c15f88653b0f60fe5e021192cbb81c4f193159c,src/main.cpp,2836,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/leveldb/table/table_test.cc,454,0
bitcoin,2009-11-29,52f4cb48590a706caf7a492e8d94b85620d5cd33,script.cpp,1124,0
bitcoin,2010-11-24,776d0f34595fd616129d4816a337662ff39de7c6,main.cpp,2927,0
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/netbase.cpp,341,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/leveldb/db/c_test.c,163,0
bitcoin,2012-11-13,c34a32699ecfb8b5557922d7674db26771cec6ac,src/wallet.cpp,443,0
bitcoin,2013-11-08,eacc6f4a26467950c05987af87f604482d8bd0c1,src/leveldb/db/db_impl.cc,1262,0
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/leveldb/db/c_test.c,91,0
bitcoin,2010-11-24,776d0f34595fd616129d4816a337662ff39de7c6,ui.cpp,763,0
bitcoin,2014-02-02,b920148258ac78d975ded66eebfa8c0c89de3b9b,src/test/uint256_tests.cpp,381,0
bitcoin,2013-08-10,c7fa1a358620a785af50c56cc02284990f63c608,src/leveldb.cpp,43,0
bitcoin,2013-05-12,0fe8010a10bafd67f9131b2da034fb9cd7fc5024,src/leveldb/db/c_test.c,133,0
bitcoin,2013-02-11,1ed2cfc452baaab2fe0c0a40fd085024b5200c14,src/init.cpp,219,0
